name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam,Season
Demarai Gray,MID,Everton,0,0,7,0,25.2,189,33,1,0,7.9,9.6,2022-08-27T14:00:00Z,90,4,0,0,0,0,4,0,104176,1,1,44,2,7925,22099,14174,55,FALSE,0,4,0,22-23
Neeskens Kebano,MID,Fulham,0,0,8,0,24.4,204,31,1,0,3.8,9.4,2022-08-27T16:30:00Z,68,1,0,0,0,0,4,0,6236,1,2,4,2,-4242,53,4295,55,FALSE,0,4,0,22-23
Antonee Robinson,DEF,Fulham,0,0,17,0,4.8,217,31,2,0,3.7,31.8,2022-08-27T16:30:00Z,90,1,0,0,0,0,4,0,15791,1,2,0,0,-1660,792,2452,45,FALSE,1,4,0,22-23
Matheus Luiz Nunes,MID,Wolves,0,0,5,0,2.8,589,40,1,0,3,12.4,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,16866,1,1,15,2,8740,11496,2756,50,TRUE,0,4,0,22-23
Jordan Pickford,GK,Everton,0,0,15,0,0,182,33,1,0,3.7,37.4,2022-08-27T14:00:00Z,90,4,0,0,0,0,4,4,538466,1,1,0,2,-7634,22407,30041,45,FALSE,1,4,0,22-23
Pascal Groß,MID,Brighton,0,3,40,1,32.5,104,34,0,1,10.7,46.2,2022-08-27T14:00:00Z,90,11,0,0,0,0,4,0,969426,0,1,28,11,202703,294441,91738,57,TRUE,0,4,0,22-23
Rúben da Silva Neves,MID,Wolves,0,3,35,0,11.4,480,40,1,1,10.8,73.8,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,149705,1,1,23,10,-17441,8228,25669,55,TRUE,0,4,0,22-23
Emiliano Martínez Romero,GK,Aston Villa,0,0,13,0,0,31,32,1,0,0.9,8.8,2022-08-28T13:00:00Z,90,19,0,0,0,0,4,1,524501,1,0,0,2,5587,42458,36871,50,TRUE,0,4,0,22-23
Christian Nørgaard,MID,Brentford,0,0,13,0,12.3,79,33,1,0,7.9,18,2022-08-27T14:00:00Z,68,8,0,0,0,0,4,0,39922,1,1,49,2,8224,12550,4326,55,TRUE,0,4,0,22-23
Scott McKenna,DEF,Nott'm Forest,0,0,17,0,26.3,385,38,2,0,5.7,28.8,2022-08-28T15:30:00Z,90,18,0,0,0,0,4,0,12085,2,0,2,0,-641,534,1175,45,TRUE,1,4,0,22-23
Jeffrey Schlupp,MID,Crystal Palace,0,0,8,0,0.7,161,37,4,0,1.4,13.2,2022-08-27T14:00:00Z,90,13,0,0,0,0,4,0,15643,2,4,0,2,-2008,864,2872,50,FALSE,0,4,0,22-23
Douglas Luiz Soares de Paulo,MID,Aston Villa,0,0,11,1,2.3,46,32,0,0,0.5,2.4,2022-08-28T13:00:00Z,65,19,0,0,0,0,4,0,35142,1,0,0,3,-6949,845,7794,48,TRUE,0,4,0,22-23
Jordan Ayew,MID,Crystal Palace,0,0,7,0,0.4,159,37,3,0,0.3,2.6,2022-08-27T14:00:00Z,73,13,0,0,0,0,4,0,28905,2,4,0,2,-4887,1768,6655,55,FALSE,0,4,0,22-23
Aaron Cresswell,DEF,West Ham,0,0,26,1,5.8,457,32,0,0,2.8,13.8,2022-08-28T13:00:00Z,90,2,0,0,0,0,4,0,257633,1,0,8,6,-53162,5437,58599,50,FALSE,0,4,0,22-23
Andrew Robertson,DEF,Liverpool,1,0,31,1,19.2,284,36,0,0,4.4,19,2022-08-27T14:00:00Z,68,3,0,0,0,0,4,0,798237,0,9,6,9,-105823,38749,144572,69,TRUE,0,4,0,22-23
Pablo Fornals Malla,MID,West Ham,0,3,30,1,10.9,469,32,0,1,7.6,45.4,2022-08-28T13:00:00Z,90,2,0,0,0,0,4,0,88066,1,0,20,11,-28051,1257,29308,54,FALSE,0,4,0,22-23
Nélson Cabral Semedo,DEF,Wolves,0,0,14,0,16.2,482,40,1,0,4.8,31.4,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,10072,1,1,0,1,911,2511,1600,50,TRUE,1,4,0,22-23
Harry Kane,FWD,Spurs,0,3,45,1,39.8,427,38,0,2,21.4,90.6,2022-08-28T15:30:00Z,90,16,0,1,0,0,4,0,1710032,2,0,84,10,33207,145546,112339,114,FALSE,1,4,0,22-23
Gabriel Fernando de Jesus,FWD,Arsenal,0,0,0,0,27.6,28,31,1,0,11.5,8.2,2022-08-27T16:30:00Z,88,9,0,0,0,0,4,0,7962228,1,2,79,1,237640,268237,30597,82,TRUE,1,4,0,22-23
Diogo Dalot Teixeira,DEF,Man Utd,1,3,35,1,29.8,342,39,0,0,8.1,46.8,2022-08-27T11:30:00Z,90,17,0,0,0,0,4,0,243300,1,0,4,11,-18642,17306,35948,44,FALSE,1,4,0,22-23
Marc Guéhi,DEF,Crystal Palace,0,0,10,0,0.5,167,37,4,0,1.2,11.4,2022-08-27T14:00:00Z,90,13,0,0,0,0,4,0,143181,2,4,0,-1,-12558,2204,14762,44,FALSE,1,4,0,22-23
Philippe Coutinho Correia,MID,Aston Villa,0,0,11,1,30.1,29,32,0,0,5,13.2,2022-08-28T13:00:00Z,65,19,0,0,0,0,4,0,546055,1,0,7,3,-136141,10295,146436,68,TRUE,0,4,0,22-23
Dan Burn,DEF,Newcastle,0,0,7,0,4.6,358,40,1,0,1.6,9.2,2022-08-28T13:00:00Z,64,20,0,0,0,0,4,0,149764,1,1,2,2,6218,20204,13986,45,FALSE,0,4,0,22-23
Diego Llorente,DEF,Leeds,0,0,17,0,0.6,228,34,1,0,2.1,13.6,2022-08-27T14:00:00Z,90,5,0,0,0,0,4,0,39082,0,1,7,2,8164,10862,2698,45,FALSE,0,4,0,22-23
Joël Veltman,DEF,Brighton,0,0,20,1,0.5,109,34,0,0,0.4,3.8,2022-08-27T14:00:00Z,69,11,0,0,0,0,4,0,221971,0,1,0,6,128153,151777,23624,45,TRUE,0,4,0,22-23
Boubacar Kamara,MID,Aston Villa,0,0,12,0,12.8,53,32,1,0,2.5,11.8,2022-08-28T13:00:00Z,90,19,0,0,0,0,4,0,17163,1,0,0,1,-2490,1315,3805,50,TRUE,1,4,0,22-23
James Ward-Prowse,MID,Southampton,0,0,19,0,67.8,407,39,1,0,9.4,24.2,2022-08-27T11:30:00Z,90,14,0,0,0,0,4,0,965151,1,0,2,2,-32033,57187,89220,65,TRUE,0,4,0,22-23
César Azpilicueta,DEF,Chelsea,0,0,7,0,0.6,127,35,1,0,1.3,12.6,2022-08-27T14:00:00Z,45,10,0,0,0,0,4,0,175940,1,2,0,1,-23210,8869,32079,50,TRUE,0,4,0,22-23
Jadon Sancho,MID,Man Utd,0,0,8,1,3.7,340,39,0,0,1.6,6.4,2022-08-27T11:30:00Z,67,17,0,0,0,0,4,0,523518,1,0,6,3,42704,93570,50866,73,FALSE,0,4,1,22-23
Tyrell Malacia,DEF,Man Utd,0,2,30,1,2.2,504,39,0,0,2.5,20.4,2022-08-27T11:30:00Z,90,17,0,0,0,0,4,0,226312,1,0,2,8,46308,62706,16398,44,FALSE,0,4,0,22-23
Joseph Gomez,DEF,Liverpool,0,0,26,1,2.6,286,36,0,0,2,17.8,2022-08-27T14:00:00Z,90,3,0,0,0,0,4,0,44203,0,9,0,6,7997,14929,6932,45,TRUE,0,4,0,22-23
Mathias Jensen,MID,Brentford,0,0,9,0,45.6,88,33,1,0,7,15.8,2022-08-27T14:00:00Z,90,8,0,0,0,0,4,0,314192,1,1,9,2,52898,100369,47471,51,TRUE,0,4,0,22-23
Ivan Perišić,DEF,Spurs,0,0,18,1,1.4,448,38,0,0,2,6.4,2022-08-28T15:30:00Z,73,16,0,0,0,0,4,0,2386846,2,0,12,6,694633,761145,66512,55,FALSE,0,4,0,22-23
Virgil van Dijk,DEF,Liverpool,0,0,40,1,6.8,280,36,0,1,9.6,48.2,2022-08-27T14:00:00Z,90,3,0,0,0,0,4,0,1282506,0,9,41,12,-91807,42094,133901,65,TRUE,0,4,0,22-23
Dejan Kulusevski,MID,Spurs,1,0,21,1,35.9,446,38,0,0,10.2,21.8,2022-08-28T15:30:00Z,82,16,0,0,0,0,4,0,1445786,2,0,44,6,-43869,158514,202383,82,FALSE,0,4,0,22-23
Davinson Sánchez,DEF,Spurs,0,1,28,1,0.5,435,38,0,0,2.5,24.4,2022-08-28T15:30:00Z,90,16,0,0,0,0,4,0,76796,2,0,0,7,10359,17237,6878,44,FALSE,0,4,0,22-23
Raheem Sterling,MID,Chelsea,0,3,39,0,16.1,304,35,1,2,13.1,68.6,2022-08-27T14:00:00Z,74,10,0,0,0,0,4,0,473197,1,2,46,15,-83810,28396,112206,99,TRUE,0,4,0,22-23
Jordan Henderson,MID,Liverpool,0,0,12,1,4.9,275,36,0,0,2,10.8,2022-08-27T14:00:00Z,69,3,0,0,0,0,4,0,101342,0,9,4,3,-15335,5319,20654,54,TRUE,0,4,0,22-23
Nathan Collins,DEF,Wolves,0,0,12,0,0.2,516,40,1,0,3,27.6,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,42495,1,1,2,2,-141,5257,5398,45,TRUE,0,4,0,22-23
Jaidon Anthony,MID,Bournemouth,0,0,4,0,1.1,75,36,9,0,1.4,5.4,2022-08-27T14:00:00Z,90,12,0,0,0,0,4,0,6399,0,9,7,2,-802,242,1044,54,FALSE,0,4,0,22-23
Pascal Struijk,DEF,Leeds,0,0,9,0,12.8,235,34,1,0,4.2,12,2022-08-27T14:00:00Z,90,5,0,0,0,0,4,0,37098,0,1,17,1,17995,22503,4508,45,FALSE,1,4,0,22-23
Ryan Yates,MID,Nott'm Forest,0,0,13,0,13,387,38,1,0,8.1,3.8,2022-08-28T15:30:00Z,74,18,0,0,0,0,4,0,2946,2,0,64,2,-53,205,258,50,TRUE,0,4,0,22-23
Calum Chambers,DEF,Aston Villa,0,0,16,0,0.6,32,32,1,0,2.1,20,2022-08-28T13:00:00Z,90,19,0,0,0,0,4,0,23895,1,0,0,2,-2730,645,3375,44,TRUE,0,4,0,22-23
Marc Roca Junqué,MID,Leeds,0,0,7,0,11.4,245,34,0,0,2.1,10,2022-08-27T14:00:00Z,58,5,0,0,0,0,4,0,7053,0,1,0,0,-467,821,1288,50,FALSE,1,4,0,22-23
Vladimir Coufal,DEF,West Ham,0,0,21,1,1.8,463,32,0,0,1,8.4,2022-08-28T13:00:00Z,67,2,0,0,0,0,4,0,78549,1,0,0,6,-28222,669,28891,45,FALSE,0,4,0,22-23
Rasmus Kristensen,DEF,Leeds,0,0,10,0,2.2,244,34,1,0,1.6,14,2022-08-27T14:00:00Z,90,5,0,0,0,0,4,0,53779,0,1,0,2,4557,9854,5297,49,FALSE,0,4,0,22-23
Riyad Mahrez,MID,Man City,0,0,15,0,27.1,303,37,2,0,3.8,5.2,2022-08-27T14:00:00Z,60,7,0,0,0,0,4,0,250806,2,4,6,2,-103014,9165,112179,78,TRUE,0,4,0,22-23
Danny Ings,FWD,Aston Villa,0,0,2,0,1.8,30,32,1,0,0.6,0,2022-08-28T13:00:00Z,77,19,0,0,0,0,4,0,177396,1,0,6,2,-35545,10944,46489,69,TRUE,0,4,0,22-23
Marcus Tavernier,MID,Bournemouth,0,0,8,0,40.1,535,36,9,0,5.2,10,2022-08-27T14:00:00Z,90,12,0,0,0,0,4,0,10648,0,9,2,2,-1068,854,1922,50,FALSE,0,4,0,22-23
Miguel Almirón Rejala,MID,Newcastle,0,0,10,0,4.6,369,40,1,0,5.7,4.2,2022-08-28T13:00:00Z,83,20,0,0,0,0,4,0,155644,1,1,48,2,30973,53094,22121,50,FALSE,0,4,0,22-23
Odsonne Edouard,FWD,Crystal Palace,0,0,4,0,1.3,166,37,2,0,0.2,0,2022-08-27T14:00:00Z,66,13,0,0,0,0,4,0,241080,2,4,2,2,-13046,20732,33778,54,FALSE,0,4,0,22-23
Jonathan Castro Otto,DEF,Wolves,0,0,8,0,5.3,477,40,1,0,2.1,15.6,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,50490,1,1,0,2,-4283,2472,6755,45,TRUE,0,4,0,22-23
Marcos Senesi,DEF,Bournemouth,0,0,10,0,0.2,576,36,9,0,1.9,19,2022-08-27T14:00:00Z,90,12,0,0,0,0,4,0,2141,0,9,0,-2,-137,187,324,45,FALSE,0,4,0,22-23
Youri Tielemans,MID,Leicester,0,2,32,0,78.2,259,35,2,0,13.5,38.4,2022-08-27T14:00:00Z,88,6,0,0,0,0,4,0,154853,1,2,18,4,-42026,2416,44442,64,FALSE,0,4,0,22-23
Harrison Reed,MID,Fulham,0,0,11,0,25.2,211,31,2,0,3.3,8.2,2022-08-27T16:30:00Z,90,1,0,0,0,0,4,0,108116,1,2,0,2,-3872,15870,19742,45,FALSE,0,4,0,22-23
Fábio Freitas Gouveia Carvalho,MID,Liverpool,0,0,23,0,2.8,296,36,0,1,6.3,37.4,2022-08-27T14:00:00Z,45,3,0,0,0,0,4,0,25414,0,9,23,6,408,4658,4250,54,TRUE,0,4,0,22-23
Alexis Mac Allister,MID,Brighton,0,0,4,1,11.8,116,34,0,0,2.2,10.4,2022-08-27T14:00:00Z,90,11,0,0,0,0,4,0,36568,0,1,0,2,15164,19470,4306,55,TRUE,1,4,1,22-23
Eberechi Eze,MID,Crystal Palace,1,0,18,0,28.5,169,37,4,0,5.1,20.4,2022-08-27T14:00:00Z,90,13,0,0,0,0,4,0,147681,2,4,2,5,-11884,21976,33860,55,FALSE,0,4,0,22-23
Anthony Elanga,MID,Man Utd,0,0,6,1,32.6,344,39,0,0,8.5,11.8,2022-08-27T11:30:00Z,79,17,0,0,0,0,4,0,72794,1,0,41,3,5772,16476,10704,49,FALSE,0,4,0,22-23
Luis Díaz,MID,Liverpool,0,1,52,1,24.5,293,36,0,2,15.7,76,2022-08-27T14:00:00Z,90,3,0,0,0,0,4,0,2088008,0,9,56,14,-7358,208449,215807,80,TRUE,0,4,0,22-23
Bobby De Cordova-Reid,MID,Fulham,0,0,5,0,14.7,205,31,2,0,9,15.4,2022-08-27T16:30:00Z,90,1,0,0,0,0,4,0,8087,1,2,60,1,1196,2143,947,55,FALSE,1,4,0,22-23
Gabriel dos Santos Magalhães,DEF,Arsenal,0,1,27,0,12.6,16,31,1,1,9.4,46.2,2022-08-27T16:30:00Z,90,9,0,0,0,0,4,0,759675,1,2,35,9,-20145,41844,61989,50,TRUE,0,4,0,22-23
Emerson Palmieri dos Santos,DEF,West Ham,0,0,3,0,1.5,545,32,0,0,0.4,0.4,2022-08-28T13:00:00Z,45,2,0,0,0,0,4,0,58648,1,0,2,1,9159,16294,7135,40,FALSE,0,4,0,22-23
Martin Ødegaard,MID,Arsenal,0,3,37,0,44.2,7,31,1,1,13.8,58.2,2022-08-27T16:30:00Z,90,9,0,0,0,0,4,0,1372230,1,2,36,10,243746,295915,52169,65,TRUE,0,4,0,22-23
João Filipe Iria Santos Moutinho,MID,Wolves,0,0,9,0,11.8,503,40,1,0,3.5,14.8,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,62964,1,1,8,2,-6903,2499,9402,49,TRUE,0,4,0,22-23
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,1,1,21,1,25.2,579,40,0,0,5,23,2022-08-28T13:00:00Z,82,15,0,0,0,0,4,0,22748,1,1,2,7,7366,13720,6354,60,TRUE,0,4,0,22-23
Vicente Guaita,GK,Crystal Palace,0,0,12,0,0,152,37,4,0,1.2,12.2,2022-08-27T14:00:00Z,90,13,0,0,0,0,4,1,131689,2,4,0,0,-9488,2906,12394,45,FALSE,0,4,0,22-23
James Justin,DEF,Leicester,0,0,19,0,32,268,35,2,0,7.6,32.4,2022-08-27T14:00:00Z,90,6,0,0,0,0,4,0,105319,1,2,12,1,-19996,2083,22079,44,FALSE,0,4,0,22-23
Hugo Lloris,GK,Spurs,0,0,25,1,0,425,38,0,0,0.9,9.2,2022-08-28T15:30:00Z,90,16,0,0,0,0,4,1,469788,2,0,0,6,29435,54645,25210,55,FALSE,0,4,0,22-23
Nick Pope,GK,Newcastle,0,0,16,0,0,376,40,1,0,2.5,24.6,2022-08-28T13:00:00Z,90,20,0,0,0,0,4,3,632874,1,1,0,3,109553,143612,34059,50,FALSE,0,4,0,22-23
Philip Billing,MID,Bournemouth,0,0,4,0,1,70,36,4,0,0.8,6.8,2022-08-27T14:00:00Z,45,12,0,0,0,0,4,0,10099,0,9,0,1,-1954,232,2186,54,FALSE,0,4,0,22-23
Jonny Evans,DEF,Leicester,0,0,16,0,0.6,249,46,1,0,2.7,26.4,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,0,28039,1,0,0,2,-1791,789,2580,44,TRUE,0,5,0,22-23
Brennan Johnson,FWD,Nott'm Forest,0,0,1,0,0.6,394,49,4,0,0,0,2022-08-31T18:30:00Z,57,13,0,0,0,0,5,0,155100,0,6,1,1,-11517,15162,26679,59,FALSE,0,5,0,22-23
Cheick Doucouré,MID,Crystal Palace,1,2,28,0,25.2,514,43,1,0,6.4,38.8,2022-08-30T18:30:00Z,90,4,0,0,0,0,5,0,12986,1,1,0,6,-536,1058,1594,50,TRUE,1,5,0,22-23
Alisson Ramses Becker,GK,Liverpool,0,0,13,0,0,281,48,1,0,0.9,8.8,2022-08-31T19:00:00Z,90,15,0,0,0,0,5,1,1568930,1,2,0,2,-41734,38509,80243,55,TRUE,0,5,0,22-23
Che Adams,FWD,Southampton,0,0,6,0,39.2,411,50,1,0,6.4,12.8,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,0,100704,1,2,12,2,-44,20653,20697,64,TRUE,0,5,0,22-23
Tosin Adarabioyo,DEF,Fulham,0,0,10,0,10.6,209,44,1,0,2.4,13.6,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,9532,1,2,0,2,312,1021,709,45,TRUE,0,5,0,22-23
Ryan Fraser,MID,Newcastle,0,0,7,0,1,359,48,1,0,1.1,8.8,2022-08-31T19:00:00Z,63,12,0,0,0,0,5,0,7069,1,2,1,2,-912,202,1114,53,FALSE,0,5,0,22-23
Luke Thomas,DEF,Leicester,0,0,13,0,2.1,270,46,1,0,1.6,13.8,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,0,7683,1,0,0,2,-560,120,680,44,TRUE,0,5,0,22-23
Rodrigo Hernandez,MID,Man City,0,0,7,0,25.8,315,49,0,0,3.5,5.2,2022-08-31T18:30:00Z,54,16,0,0,0,0,5,0,242315,0,6,4,1,-3716,20273,23989,59,TRUE,0,5,0,22-23
Aleksandar Mitrović,FWD,Fulham,0,3,30,0,20.8,210,44,1,1,10.1,48.2,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,1973096,1,2,32,9,213534,317049,103515,67,TRUE,0,5,0,22-23
Christian Eriksen,MID,Man Utd,0,0,8,1,4,519,46,0,0,1.7,2.2,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,0,287965,1,0,11,3,-23941,12603,36544,63,FALSE,0,5,0,22-23
Joe Willock,MID,Newcastle,0,0,10,0,11.1,373,48,2,0,3.5,23.4,2022-08-31T19:00:00Z,90,12,0,0,0,0,5,0,43688,1,2,0,2,-4984,2509,7493,49,FALSE,0,5,0,22-23
Roméo Lavia,MID,Southampton,0,0,23,0,0.8,321,50,1,1,4.8,40.4,2022-08-30T18:45:00Z,59,6,0,0,0,0,5,0,61873,1,2,7,6,216,8744,8528,45,TRUE,0,5,0,22-23
Jack Harrison,MID,Leeds,0,0,-5,0,37.4,233,45,1,0,7.9,7.6,2022-08-30T19:00:00Z,90,8,0,0,0,0,5,0,435313,1,1,34,2,52410,113094,60684,61,TRUE,0,5,0,22-23
Luis Sinisterra Lucumí,MID,Leeds,0,3,25,0,21.7,508,45,1,1,7.2,39,2022-08-30T19:00:00Z,63,8,0,0,0,0,5,0,15293,1,1,11,10,-461,1404,1865,65,TRUE,0,5,0,22-23
Nathaniel Clyne,DEF,Crystal Palace,0,0,13,0,21.8,157,43,1,0,4.1,19.4,2022-08-30T18:30:00Z,90,4,0,0,0,0,5,0,18102,1,1,0,2,258,1819,1561,45,TRUE,0,5,0,22-23
Enock Mwepu,MID,Brighton,0,0,1,0,1.4,118,44,2,0,0.9,7.6,2022-08-30T18:30:00Z,62,9,0,0,0,0,5,0,9161,1,2,0,2,-829,426,1255,53,FALSE,0,5,0,22-23
Mohammed Salisu,DEF,Southampton,0,0,3,0,0.1,420,50,1,0,3.4,15.4,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,0,14915,1,2,18,1,-213,981,1194,44,TRUE,1,5,0,22-23
Jean-Philippe Mateta,FWD,Crystal Palace,0,0,4,0,22.3,168,43,0,0,5.3,6.4,2022-08-30T18:30:00Z,53,4,0,0,0,0,5,0,60934,1,1,24,1,-5809,5262,11071,54,TRUE,0,5,0,22-23
Alexander Isak,FWD,Newcastle,0,1,26,0,0.8,594,48,1,1,5.3,34.2,2022-08-31T19:00:00Z,63,12,0,0,0,0,5,0,107285,1,2,18,7,52557,69585,17028,70,FALSE,0,5,0,22-23
Erling Haaland,FWD,Man City,0,3,81,1,0.8,318,49,0,3,18.9,97.2,2022-08-31T18:30:00Z,68,16,0,0,0,0,5,0,6793855,0,6,91,17,624916,675165,50249,118,TRUE,0,5,0,22-23
Lewis Cook,MID,Bournemouth,0,0,11,1,0.9,67,42,0,0,0.9,8,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,5329,0,0,0,3,-110,398,508,49,TRUE,0,5,0,22-23
Phil Foden,MID,Man City,1,0,15,0,14.5,314,49,0,0,2.2,1.8,2022-08-31T18:30:00Z,54,16,0,0,0,0,5,0,723916,0,6,6,4,-30726,56520,87246,80,TRUE,0,5,0,22-23
Scott McTominay,MID,Man Utd,0,0,13,1,12,338,46,0,0,2.5,13,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,0,21389,1,0,0,3,-611,2089,2700,49,FALSE,0,5,0,22-23
Dean Henderson,GK,Nott'm Forest,0,0,15,0,0,398,49,6,0,2,19.8,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,3,1063741,0,6,0,0,82005,127467,45462,46,FALSE,0,5,0,22-23
Armel Bella-Kotchap,DEF,Southampton,0,0,13,0,0.1,423,50,1,0,2.2,18,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,0,11855,1,2,4,2,1324,2691,1367,45,TRUE,0,5,0,22-23
Keane Lewis-Potter,MID,Brentford,0,0,3,0,1.5,515,43,1,0,1.1,1.4,2022-08-30T18:30:00Z,67,7,0,0,0,0,5,0,7958,1,1,8,2,63,641,578,53,FALSE,0,5,0,22-23
Ben Mee,DEF,Brentford,0,0,6,0,1.1,526,43,1,0,1.8,5.6,2022-08-30T18:30:00Z,90,7,0,0,0,0,5,0,327429,1,1,11,2,-28805,21983,50788,46,FALSE,0,5,0,22-23
João Cancelo,DEF,Man City,0,0,31,1,9.2,306,49,0,1,6.1,37.2,2022-08-31T18:30:00Z,67,16,0,0,0,0,5,0,4427428,0,6,15,12,-248679,89088,337767,71,TRUE,0,5,0,22-23
Bruno Borges Fernandes,MID,Man Utd,0,0,12,1,38.4,333,46,0,0,6.4,21.4,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,0,214189,1,0,4,3,15409,29236,13827,98,FALSE,0,5,0,22-23
Tyler Adams,MID,Leeds,0,0,13,0,7.8,506,45,1,0,3,22.2,2022-08-30T19:00:00Z,90,8,0,0,0,0,5,0,19371,1,1,0,1,-134,2299,2433,50,TRUE,1,5,0,22-23
Jordan Zemura,DEF,Bournemouth,0,0,19,1,0.8,76,42,0,0,0.8,3.6,2022-08-31T18:30:00Z,68,20,0,0,0,0,5,0,12990,0,0,4,6,-1224,450,1674,44,TRUE,0,5,0,22-23
Ivan Toney,FWD,Brentford,0,0,3,0,24.3,80,43,1,0,4.7,4.8,2022-08-30T18:30:00Z,90,7,0,0,0,0,5,0,1842651,1,1,18,1,-81239,186083,267322,72,FALSE,1,5,1,22-23
Cheikhou Kouyaté,MID,Nott'm Forest,0,0,7,0,0.1,583,49,5,0,0.5,5,2022-08-31T18:30:00Z,78,13,0,0,0,0,5,0,5744,0,6,0,2,114,1123,1009,45,FALSE,0,5,1,22-23
Kurt Zouma,DEF,West Ham,0,0,10,0,0.3,461,47,1,0,1.5,10.4,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,0,132250,1,1,4,2,-2981,6032,9013,45,TRUE,0,5,0,22-23
Morgan Gibbs-White,MID,Nott'm Forest,0,0,2,0,1.7,493,49,4,0,1.4,5.2,2022-08-31T18:30:00Z,57,13,0,0,0,0,5,0,17542,0,6,7,1,343,2933,2590,55,FALSE,0,5,0,22-23
Ryan Christie,MID,Bournemouth,0,0,4,1,12.1,69,42,0,0,3.2,15.4,2022-08-31T18:30:00Z,85,20,0,0,0,0,5,0,5513,0,0,4,3,-534,102,636,54,TRUE,0,5,0,22-23
Pervis Estupiñán,DEF,Brighton,1,1,20,0,2.6,586,44,2,0,1.2,5,2022-08-30T18:30:00Z,62,9,0,0,0,0,5,0,37925,1,2,4,4,29279,31391,2112,45,FALSE,1,5,0,22-23
Matty Cash,DEF,Aston Villa,0,0,9,0,16.4,43,41,2,0,3.3,12.6,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,750113,1,2,4,1,-121549,8796,130345,48,FALSE,0,5,0,22-23
Bernardo Veiga de Carvalho e Silva,MID,Man City,1,0,23,1,18,311,49,0,0,5.6,25.4,2022-08-31T18:30:00Z,90,16,0,0,0,0,5,0,823592,0,6,13,6,261209,302618,41409,69,TRUE,0,5,0,22-23
Raphaël Varane,DEF,Man Utd,0,1,26,1,0.7,329,46,0,0,1.5,13.8,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,0,248158,1,0,0,7,33243,48075,14832,48,FALSE,0,5,0,22-23
Vitalii Mykolenko,DEF,Everton,0,0,10,0,4,194,45,1,0,2.8,14.2,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,27983,1,1,10,2,-2672,1069,3741,45,FALSE,0,5,0,22-23
Kyle Walker,DEF,Man City,0,0,30,1,4.3,299,49,0,0,2.7,20.4,2022-08-31T18:30:00Z,90,16,0,0,0,0,5,0,1272702,0,6,2,6,-10765,123092,133857,51,TRUE,0,5,0,22-23
Dominic Solanke,FWD,Bournemouth,0,0,3,1,1.9,66,42,0,0,6.2,18.2,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,42279,0,0,42,2,-5593,1646,7239,58,TRUE,0,5,1,22-23
Vitaly Janelt,MID,Brentford,1,3,29,0,16.8,86,43,1,0,5.1,28.6,2022-08-30T18:30:00Z,90,7,0,0,0,0,5,0,7185,1,1,6,8,342,1018,676,55,FALSE,0,5,0,22-23
Robert Sánchez,GK,Brighton,0,0,15,0,0,113,44,2,0,1.5,14.6,2022-08-30T18:30:00Z,90,9,0,0,0,0,5,2,1697107,1,2,0,1,285461,317016,31555,46,FALSE,0,5,0,22-23
Edouard Mendy,GK,Chelsea,0,0,15,0,0,147,50,2,0,2,19.8,2022-08-30T18:45:00Z,90,17,0,0,0,0,5,3,1983048,1,2,0,2,-85598,53979,139577,50,FALSE,0,5,0,22-23
Pierre-Emile Højbjerg,MID,Spurs,0,0,14,0,15.3,433,47,1,0,3.7,14.8,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,161196,1,1,7,2,-9430,13777,23207,55,FALSE,0,5,1,22-23
Declan Rice,MID,West Ham,0,1,17,0,16,467,47,1,0,5.3,21.6,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,0,450472,1,1,15,3,-25283,16917,42200,49,TRUE,0,5,0,22-23
